evar69,evar66,product,units,segment.id,segment.name
43648,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
43649,500372021,National Trust Sports Navy T-Shirt,1,,
43649,50045545,National Trust Fairisle Knit Scarf Multicolour,1,,
43650,50044635,Cable Knit Scarf Berry,1,,
43650,50044766,National Trust Scarf Knightshayes Navy-Tan,1,,
43651,50042817,National Trust Family Organiser 2020,1,,
43652,50002853,National Trust Turtle Mat Sissinghurst Agapanthus Doormat,1,,
43652,50037749,Coir and Rubber Door Mat Garden Tools,2,,
43653,50001878,Bakewell Tart Milk Chocolate Bar,1,,
43653,50001911,Caramel Sea Salt Milk Chocolate Bar,1,,
43653,50023709,National Trust Milk Chocolate Bar,2,,
43653,50033151,Duo Pack Biscuits: Chocolate and Hazelnut / Orange and Almond,1,,
43653,50033152,Duo Pack Biscuits: White Chocolate and Raspberry / Oat and Apple Crumble,1,,
43653,50033529,National Trust Stem Ginger Biscuits,1,,
43653,50033530,Chocolate Brownie Biscuits,1,,
43653,50043730,National Trust Luxury Brandy Mince Pies,1,,
43653,50043736,National Trust Chocolate Snowman Lolly,2,,
43653,50043737,Christmas Chocolate Bar Trio,2,,
43653,50043738,Chocolate Spiderweb Loillipop,1,,
43653,50044367,National Trust Christmas Pudding Milk Chocolate Bar,1,,
43653,50045560,National Trust Christmas Pudding Flavour Truffles,2,,
43654,50042810,National Trust Trailing Floral Christmas Roll Wrap 3m,2,,
43654,50042811,National Trust Midnight Sky Christmas Roll Wrap 3m,2,,
43654,50042814,National Trust Trailing Floral Tissue Paper,2,,
43654,50042815,National Trust Midnight Sky Tissue Paper,2,,
43655,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,3,,
43655,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
43656,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,2,,
43656,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
43657,300760792,Cast Iron Talking Mouse,1,,
43657,30091828,National Trust Pot Brush,1,,
43657,30094770,National Trust Bronze Frith Sculpture Honey Lying Hare,1,,
43657,50008378,Rustic Bird Plant Stake,2,,
43657,50031161,Feather Birds with Clip Tree Decorations Set of 3,4,,
43658,50045547,National Trust Fairisle Knit Hat Multicolour,1,,
43658,50045548,National Trust Fairisle Knit Hat Navy,1,,
43658,50045549,National Trust Fairisle Knit Gloves Multicolour,1,,
43659,300760791,Cast Iron Listening Mouse,3,,
43659,300760792,Cast Iron Talking Mouse,3,,
43659,50029876,Cast Iron Sculpture Duck,3,,
43661,50042817,National Trust Family Organiser 2020,1,,
43662,50042826,Reindeer Garland,1,,
43662,50045183,Glass Bauble with Gold/Silver Stars,4,,
43663,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
43663,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
43664,50031108,Squirrel Proof Bird Seed Feeder,1,,
43664,50031114,High Energy No Mess Seed Mix 1.5L,1,,
43665,50042817,National Trust Family Organiser 2020,1,,
43666,50045565,Deer Head Decoration Wicker,1,,
43666,50045568,Wooden Woodland Advent Calendar,1,,
43667,30056972,National Trust Illusion Throw Grey,1,,
43667,30094808,National Trust Illusion Throw Duck Egg,1,,
43667,50042804,National Trust Photographic Year Planner 2020,1,,
43667,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
43668,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,3,,
43669,30084948,Twig Hedgehog Christmas Tree Decoration,1,,
43669,50031159,Wooden Advent Calendar Natural,1,,
43669,50031181,Rust Woodland Christmas Wreath,1,,
43669,50044359,National Trust Fig Tree Tea Lights Set of 9,1,,
43669,50045198,Door Wreath Rattan,1,,
43670,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
43670,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
43670,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
43670,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
43670,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
43671,50036796,National Trust Rosemary Leaf and Orange Hand Scrub 100ml,1,,
43671,50037924,National Trust Herringbone Block Pastel Throw,1,,
43672,30072523,Gothic Stone Garden Mirror,1,,
43673,50008367,Acorn Bird Feeder with 200g Nuts,1,,
43674,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
43674,50028830,National Trust Birds on Branches Christmas Cards Pack of 10,1,,
43674,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
43674,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
43676,50008362,National Trust Fishbone Throw Seafoam Green,1,,
43677,50039673,National Trust Summer Magazine 2019,1,,
43677,50039674,National Trust Autumn Magazine 2019,1,,
43678,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
43678,30081497,Sherlock Holmes The Card Game,1,,
43678,50025708,Sherlock Holmes Cunning Puzzles,1,,
43678,500372021,National Trust Sports Navy T-Shirt,1,,
43678,50038875,Ruins: Discover Britain's Wild and Beautiful Places,1,,
43678,50038884,The Great British Bucket List,1,,
43678,50042386,National Trust Rachel McNaughton Magnetic Shopper Pad Geese,1,,
43678,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
43678,50042795,National Trust Pheasant Christmas Cards Pack of 10,1,,
43678,50042796,National Trust Berries and Foliage Christmas Cards Pack of 10,1,,
43678,50042798,National Trust Slim Chart Diary 2020,1,,
43678,50046066,Jigsaw Puzzle Snowfall at Sundown,1,,
43679,50023675,National Trust Bee Log Wicken Fen Collection,2,,
43679,50038565,National Trust Waxed Baseball Cap Black,1,,
43680,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
43680,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,5,,
43680,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,6,,
43681,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
43681,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
43681,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
43681,50042795,National Trust Pheasant Christmas Cards Pack of 10,1,,
43683,50038880,Dogs of the National Trust,1,,
43683,50043339,National Trust Gardens Calendar 2020,1,,
43684,50001911,Caramel Sea Salt Milk Chocolate Bar,1,,
43684,50032855,The National Trust Book of Crumbles,1,,
43684,50042831,Star Garland Natural Birch,2,,
43684,50043721,National Trust Chocolate Orange Hot Chocolate Spoon,3,,
43684,50043732,National Trust Almond Marzipan Fruits,1,,
43685,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
43685,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
43685,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,2,,
43686,50030660,Cloche Hat With Knot Detail Grey,1,,
43686,50043595,National Trust Christmas Day Pickle,1,,
43686,50044628,Leather Gloves Olive,1,,
43687,50042535,National Trust Sheep In Snow Christmas Cards Pack of 10,3,,
43688,50030654,National Trust Pleated Ochre Scarf,1,,
43689,50033355,Terracotta Acorn Bird Feeder,2,,
43689,50040432,National Trust Shortbread Biscuit Tin,1,,
43689,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
43689,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
43689,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,1,,
43690,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,2,,
43690,50029522,National Trust Christmas Tissue Paper,2,,
43690,50031159,Wooden Advent Calendar Natural,1,,
43690,50043569,Orange and Ginger Christmas Marmalade,2,,
43691,50044633,National Trust Men's Checked Scarf Lambswool Navy,2,,
43692,500328611,National Trust Waxed Hat,1,,
43693,50042802,National Trust Robin Christmas Cards Pack of 10,3,,
43694,50042532,National Trust Rachel McNaughton Animal Notecards Pack of 20,1,,
43695,50043339,National Trust Gardens Calendar 2020,1,,
43696,30094808,National Trust Illusion Throw Duck Egg,1,,
43697,30082523,Beatrix Potter Peter Rabbit Classic Milk Jug,2,,
43697,50043921,National Trust Wild Fig Fragranced Gel Candle,1,,
43697,50045543,35 Piece Jigsaw Farm Puzzle Observation,1,,
43697,50046066,Jigsaw Puzzle Snowfall at Sundown,1,,
43698,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
43698,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,3,,
43698,50028827,National Trust Dressed For Christmas Christmas Cards Pack of 10,1,,
43698,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,3,,
43698,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,3,,
43699,50044358,National Trust Inspiritus Tin Candle,1,,
43700,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,2,,
43701,30091406,National Trust Beehive Throw Dusky Pink,1,,
43702,30071738,Cast Iron Wall Mounted Bird Feeder,1,,
43702,50044366,National Trust Limited Edition Knightshayes Bauble,1,,
43702,50044367,National Trust Christmas Pudding Milk Chocolate Bar,1,,
43703,50031159,Wooden Advent Calendar Natural,1,,
43703,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,3,,
43704,50001879,Ginger Dark Chocolate Bar,1,,
43704,50024285,National Trust Surrey Hills Mug,1,,
43704,50031152,Paper Snowflake Hanging Christmas Decoration,1,,
43704,50034712,National Trust Dorset Mug,1,,
43704,50036996,National Trust Dark Chocolate 72% Cacao Bar,1,,
43704,50036997,National Trust Dark Chocolate Orange 65% Cacao Bar,1,,
43705,50033246,Merry Holly and Berry Advent Candle,1,,
43705,50044360,Inspiritus Fragranced Tealights,1,,
43705,50045568,Wooden Woodland Advent Calendar,1,,
43706,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,5,,
43709,50044617,Knitted Hat with Faux Fur Bobble Berry,1,,
43709,50044625,Knitted Mittens Berry,1,,
43710,50042535,National Trust Sheep In Snow Christmas Cards Pack of 10,1,,
43710,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,2,,
43710,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
43711,50008362,National Trust Fishbone Throw Seafoam Green,1,,
43712,50022695,Plant Stake Dragonfly,1,,
43713,50031159,Wooden Advent Calendar Natural,1,,
43714,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,1,,
43714,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
43714,50029515,National Trust Three Robins Christmas Card Pack 10,2,,
43714,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
43714,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
43715,30094808,National Trust Illusion Throw Duck Egg,1,,
43715,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
43715,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
43715,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
43716,50042795,National Trust Pheasant Christmas Cards Pack of 10,2,,
43716,50042804,National Trust Photographic Year Planner 2020,1,,
43717,300760792,Cast Iron Talking Mouse,1,,
43717,50029876,Cast Iron Sculpture Duck,1,,
43718,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
43718,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
43718,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
43718,50045545,National Trust Fairisle Knit Scarf Multicolour,1,,
43719,50042836,National Trust Knighshayes Trailing Floral Lunch Napkins pack of 20,2,,
43719,50044366,National Trust Limited Edition Knightshayes Bauble,2,,
43720,50043721,National Trust Chocolate Orange Hot Chocolate Spoon,1,,
43720,50043722,National Trust Salted Caramel Hot Chocolate Spoon,4,,
43720,50044651,National Trust Mini Christmas Cake Gluten Free,2,,
43720,50044652,National Trust Iced Christmas Cake,1,,
43721,50039004,Balancing Swallows Plant Stake,1,,
43724,50031289,Recycled Glass Bauble Cobalt Blue,1,,
43724,50042545,LED Glass Bauble,1,,
43724,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,1,,
43724,50043584,Etched Snowflake Bauble  Gold,1,,
43724,50045183,Glass Bauble with Gold/Silver Stars,1,,
43724,50045192,Large Glass Bauble Gold,1,,
43725,50038565,National Trust Waxed Baseball Cap Black,1,,
43726,50047885,National Trust Knole Guidebook 2019,1,,
43728,50008362,National Trust Fishbone Throw Seafoam Green,1,,
43728,50046646,Shell Diamond Weave Throw 230x130x0.5cm,1,,
43729,50035699,National Trust Alfriston Junior Jute Bag,1,,
43729,50042817,National Trust Family Organiser 2020,2,,
43730,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
43730,50043704,National Trust Scarf Petworth Trailing Floral Navy,1,,
43730,50043942,National Trust Petworth Trailing Floral Mug Leaf,1,,
43730,50044625,Knitted Mittens Berry,1,,
43731,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
43731,50042796,National Trust Berries and Foliage Christmas Cards Pack of 10,1,,
43732,50043336,National Trust Engagement Diary 2020,1,,
43733,50043453,Metal Snowman Figure,1,,
43733,50044632,Soft Woven Check Scarf,1,,
43733,50045549,National Trust Fairisle Knit Gloves Multicolour,1,,
43734,50021642,Eco-Friendly Dog Poop Bags 60,1,,
43734,50023583,National Trust Furniture Wax Polish Tin,1,,
43734,50026232,Kirsty Adams Salt Dish Small,1,,
43734,50038881,Perfect Pots: A Practical Guide,1,,
43734,50042238,No More Plastic,1,,
43734,50043732,National Trust Almond Marzipan Fruits,1,,
43734,50043943,National Trust Petworth Trailing Floral Milk Jug,1,,
43734,50045688,National Trust Beehive Oak Keyring,1,,
43735,30072523,Gothic Stone Garden Mirror,1,,
43736,50031159,Wooden Advent Calendar Natural,1,,
43737,50037238,National Trust Over The Vile Scarf Coral,1,,
43738,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,4,,
43738,50043339,National Trust Gardens Calendar 2020,6,,
43739,50031516,National Trust Stem Ginger Preserve,3,,
43740,50043932,National Trust Knightshayes Jacquard Throw Blue,1,,
43740,50044628,Leather Gloves Olive,1,,
43741,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,1,,
43741,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
43741,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
43741,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
43741,50042795,National Trust Pheasant Christmas Cards Pack of 10,1,,
43741,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
43742,50042836,National Trust Knighshayes Trailing Floral Lunch Napkins pack of 20,1,,
43742,50043939,Petworth Trailing Floral Cake Forks,1,,
43743,50031287,Felt Barn Owl Christmas Tree Decoration,1,,
43743,50036795,National Trust Eco Reusable Steel Drinking Straws Set of 6 with Cleaning Brush,2,,
43743,50044644,National Trust Christmas Condiment Collection,1,,
43743,50045561,National Trust Knightshayes Floral Trail Tea Towel,1,,
43744,50042804,National Trust Photographic Year Planner 2020,3,,
43745,30047378,Upright Heron Sculpture,2,,
43746,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
43746,50031159,Wooden Advent Calendar Natural,1,,
43746,50042801,National Trust Stag in a Snowstorm Christmas Cards Pack of 10,1,,
43747,30056972,National Trust Illusion Throw Grey,1,,
43748,30073378,Beatrix Potter Mrs Tiggy Winkle Soft Toy Small,1,,
43748,30087464,The Story of Beatrix Potter,1,,
43749,30076947,National Trust Fishbone Throw Blue,1,,
43749,30085476,William Morris Golden Lily Crepe de Chine Silk Scarf,1,,
43749,50006194,National Trust Leather Gloves Navy,1,,
43749,50030654,National Trust Pleated Ochre Scarf,1,,
43749,50038430,William Morris Golden Lily Cross Body Bag,1,,
43752,50043339,National Trust Gardens Calendar 2020,1,,
43753,50042817,National Trust Family Organiser 2020,1,,
43755,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
43755,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
43755,50034633,Children's Mini Golf Full Set,1,,
43755,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
43755,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
43755,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
43755,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
43756,50006152,Glass Reindeer Christmas Tree Decoration,1,,
43756,50039260,National Trust East Midlands Cotton Tea Towel,1,,
43756,50042538,Ceramic Oak Leaf White and Gold,1,,
43756,50042825,Geometric Paper Snowflake,1,,
43757,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,1,,
43757,50043726,National Trust Large Christmas Pudding,1,,
43757,50043730,National Trust Luxury Brandy Mince Pies,1,,
43757,50043734,National Trust Christmas Pudding Mini,1,,
43757,50043924,National Trust Blue Spruce and Frosted Pine Reed Diffuser,1,,
43757,50043925,National Trust Blue Spruce and Frosted Pine Fragranced Boxed Candle,1,,
43757,50044643,National Trust Christmas Chilli Gift Set,1,,
43758,,"Bread Bees Wrap 17"" x 23""1",15,,
43758,,"Reusable Food Sandwich Bees Wrap 13"" x 13""1",12,,
43758,50003055,Mindful Thoughts For Cyclists,1,,
43758,50008002,Rotary Trees Tea Light Candle Holder,1,,
43758,50031180,Acorn Door Wedge Oak,2,,
43758,50033246,Merry Holly and Berry Advent Candle,3,,
43758,50039094,Small Wonder Gift Bumblebees,1,,
43758,50039098,Small Wonder Gift Red Squirrel,1,,
43758,50039099,Small Wonder Gift Dormouse,1,,
